site_code,Year,Month,mean_nh4_uM,cum_Q_L,c_x_Q,cum_nh4_storms,cum_Q_storms,vwm_monthly
HO00,2006,8,0.25,13659839.999999998,3414959.9999999995,0,0,0.25
HO00,2006,9,0.325,13219199.999999998,4296240,0,0,0.32500000000000007
HO00,2006,10,0.5499999999999999,1762559.9999999998,969407.9999999998,0,0,0.5499999999999999
HO00,2006,11,0.325,NA,NA,0,0,NA
HO00,2006,12,0.325,NA,NA,0,0,NA
HO00,2007,1,0.25,NA,NA,0,0,NA
HO00,2007,2,0.25,NA,NA,0,0,NA
HO00,2007,3,0.25,NA,NA,0,0,NA
HO00,2007,4,0.43333333333333335,NA,NA,0,0,NA
HO00,2007,5,0.525,NA,NA,0,0,NA
HO00,2007,6,0.9,NA,NA,0,0,NA
HO00,2007,7,0.375,NA,NA,0,0,NA
HO00,2007,8,0.325,NA,NA,0,0,NA
HO00,2007,9,0.5,NA,NA,0,0,NA
HO00,2007,10,0.75,NA,NA,0,0,NA
HO00,2009,10,0.25,182620768.32000002,45655192.080000006,0,0,0.25
HO00,2009,11,0.25,1478943.36,369735.84,0,0,0.25
HO00,2009,12,0.25,33688336.32,8422084.08,0,0,0.25
HO00,2010,1,0.2627450980392157,557778864.96,146553662.55811766,0,0,0.2627450980392157
HO00,2010,2,0.25,561877205.76,140469301.44,0,0,0.25
HO00,2010,3,0.25,103891654.08,25972913.52,0,0,0.25
HO00,2010,4,0.25,24376533.119999997,6094133.279999999,0,0,0.25
HO00,2010,5,0.25,8361489.6,2090372.4,0,0,0.25
HO00,2010,6,NA,711469.4400000001,NA,0,0,NA
HO00,2010,7,NA,796633.92,NA,0,0,NA
HO00,2010,8,0.25,752146.56,188036.64,0,0,0.25
HO00,2010,10,0.25,944896.32,236224.08,0,0,0.25
HO00,2010,11,0.25,2645412.48,661353.12,0,0,0.25
HO00,2011,1,0.25,41651755.2,10412938.8,0,0,0.25
HO00,2011,2,0.82,91308954.24,74873342.4768,0,0,0.82
HO00,2011,3,0.37553191489361704,1733467357.44,650972316.1450213,0,0,0.37553191489361704
HO00,2011,4,0.25,230388408,57597102,0,0,0.25
HO00,2011,5,0.25,37712589.12,9428147.28,0,0,0.25
HO00,2011,6,0.25,30150083.52,7537520.88,0,0,0.25
HO00,2011,7,0.7,12993436.8,9095405.76,0,0,0.7
HO00,2011,8,0.35,5897111.04,2063988.8639999998,0,0,0.35
HO00,2011,9,0.275,4380626.88,1204672.392,0,0,0.275
HO00,2011,10,0.525,3364778.88,1766508.912,0,0,0.525
HO00,2011,11,0.3,8655033.6,2596510.0799999996,0,0,0.3
HO00,2011,12,0.25,3005432.64,751358.16,0,0,0.25
HO00,2012,1,0.3581081081081081,1094973.12,392118.7524324325,0,0,0.3581081081081081
HO00,2012,2,0.2625,NA,NA,0,0,NA
HO00,2012,3,0.2892857142857143,NA,NA,0,0,NA
HO00,2012,4,0.3,17153121.599999998,5145936.4799999995,0,0,0.3
HO00,2012,5,0.26666666666666666,2311001.2800000003,616267.008,0,0,0.26666666666666666
HO00,2012,6,0.25,1579124.16,394781.04,0,0,0.25
HO00,2012,7,0.25,990938.88,247734.72,0,0,0.25
HO00,2012,8,0.25,1047038.4,261759.6,0,0,0.25
HO00,2012,9,0.25,656372.16,164093.04,0,0,0.25
HO00,2012,10,0.25,546238.08,136559.52,0,0,0.25
HO00,2012,11,0.325,5209928.64,1693226.808,0,0,0.325
HO00,2012,12,NA,144839784.96,NA,0,0,NA
HO00,2013,1,0.25,54638098.56,13659524.64,0,0,0.25
HO00,2013,2,0.25,9598547.52,2399636.88,0,0,0.25
HO00,2013,3,0.2625,NA,NA,0,0,NA
HO00,2013,4,0.25,NA,NA,0,0,NA
HO00,2013,5,0.25,1496456.64,374114.16,0,0,0.25
HO00,2013,6,0.25,254180.16,63545.04,0,0,0.25
HO00,2013,7,0.25,207377.28,51844.32,0,0,0.25
HO00,2013,8,0.25,269948.16,67487.04,0,0,0.25
HO00,2013,9,0.25,186926.4,46731.6,0,0,0.25
HO00,2013,10,0.25,92741.76,23185.44,0,0,0.25
HO00,2013,11,0.25,132935.04,33233.76,0,0,0.25
HO00,2013,12,0.25,259260.48,64815.12,0,0,0.25
HO00,2014,1,0.25,301829.76,75457.44,0,0,0.25
HO00,2014,2,0.25,45457277.760000005,11364319.440000001,0,0,0.25
HO00,2014,3,0.25,56729436.480000004,14182359.120000001,0,0,0.25
HO00,2014,4,0.25,873745.92,218436.48,0,0,0.25
HO00,2014,5,0.25,220976.63999999998,55244.159999999996,0,0,0.25
HO00,2014,6,0.25,89536.32,22384.08,0,0,0.25
HO00,2014,7,0.25,105494.4,26373.6,0,0,0.25
HO00,2014,8,0.25,91774.08,22943.52,0,0,0.25
HO00,2014,9,0.25,160323.84,40080.96,0,0,0.25
HO00,2014,10,0.25,118825.92,29706.48,0,0,0.25
HO00,2014,11,0.25,222782.4,55695.6,0,0,0.25
HO00,2014,12,0.25,27568702.080000002,6892175.5200000005,0,0,0.25
HO00,2015,1,0.25,1082142.72,270535.68,0,0,0.25
HO00,2015,2,0.25,2700207.36,675051.84,0,0,0.25
HO00,2015,3,0.25,955748.16,238937.04,0,0,0.25
HO00,2015,4,0.25,361488.96,90372.24,0,0,0.25
HO00,2015,5,0.25,255191.04,63797.76,0,0,0.25
HO00,2015,6,0.25,173145.6,43286.4,0,0,0.25
HO00,2015,7,0.25,170078.4,42519.6,0,0,0.25
HO00,2015,10,0.25,97735.68,24433.92,0,0,0.25
HO00,2015,11,0.25,115516.8,28879.2,0,0,0.25
HO00,2015,12,0.25,125133.12,31283.28,0,0,0.25
HO00,2016,1,0.25,7903258.56,1975814.64,0,0,0.25
HO00,2016,2,0.31923076923076926,3356268.48,1071424.1686153847,0,0,0.31923076923076926
HO00,2016,3,0.3217821782178218,99867591.35999998,32135611.081188116,0,0,0.3217821782178218
HO00,2016,4,0.25,1222205.76,305551.44,0,0,0.25
HO00,2016,5,0.25,631990.08,157997.52,0,0,0.25
HO00,2016,6,0.25,317727.36,79431.84,0,0,0.25
HO00,2016,7,0.25,194469.12,48617.28,0,0,0.25
HO00,2016,8,0.25,130628.16,32657.04,0,0,0.25
HO00,2016,9,0.25,119568.96,29892.24,0,0,0.25
HO00,2016,10,0.25,95238.72,23809.68,0,0,0.25
HO00,2016,11,0.25,109857.6,27464.4,0,0,0.25
HO00,2016,12,0.25,341712,85428,0,0,0.25
HO00,2017,1,0.2556122448979592,761571322.5600001,194666955.40946943,0,0,0.2556122448979592
HO00,2017,2,0.25542168674698795,2602425421.44,664715890.7774458,0,0,0.25542168674698795
HO00,2017,3,0.25,171842575.68,42960643.92,0,0,0.25
HO00,2017,4,0.3041666666666667,56428997.76,17163820.152000003,0,0,0.3041666666666667
HO00,2017,5,0.25,32499930.24,8124982.56,0,0,0.25
HO00,2017,6,0.25,13718842.56,3429710.64,0,0,0.25
HO00,2017,8,0.25,651300.48,162825.12,0,0,0.25
HO00,2017,9,0.25,338040,84510,0,0,0.25
HO00,2017,10,0.25,317908.8,79477.2,0,0,0.25
HO00,2017,11,0.25,357860.16000000003,89465.04000000001,0,0,0.25
HO00,2018,1,0.25,3635660.16,908915.04,0,0,0.25
HO00,2018,2,0.25,668900.16,167225.04,0,0,0.25
HO00,2018,3,0.3551948051948052,335721697.92,119246603.09236364,0,0,0.3551948051948052
HO00,2018,4,0.25,9026709.12,2256677.28,0,0,0.25
HO00,2018,5,0.25,2189522.88,547380.72,0,0,0.25
HO00,2018,6,0.25,840542.4,210135.6,0,0,0.25
HO00,2018,7,0.25,482846.4,120711.6,0,0,0.25
MC06,2000,11,0.5,33644160,16822080,0,0,0.5
MC06,2001,1,0.25,399154314.24,99788578.56,0,0,0.25
MC06,2001,3,0.25,2540806963.2,635201740.8,0,0,0.25
MC06,2001,4,0.25,192811622.4,48202905.6,0,0,0.25
MC06,2001,9,NA,17543900.16,NA,0,0,NA
MC06,2001,11,0.26153846153846155,27943004.16,7308170.318769231,3945629.9999999995,15100000,0.2614548063823906
MC06,2001,12,0.4235294117647059,50845501.440000005,21534565.315764707,0,0,0.4235294117647059
MC06,2002,1,0.26666666666666666,27380229.12,7301394.432,430900,15500000,0.18032306707973111
MC06,2002,2,0.30833333333333335,16834314.240000002,5190580.224000001,0,0,0.30833333333333335
MC06,2002,3,0.41,10594851.84,4343889.2544,767280.4,844000,0.44682540921869307
MC06,2002,11,0.25,9053337.6,2263334.4,22139200,101000000,0.22173370596622413
MC06,2002,12,0.25,25055723.52,6263930.88,186007600,292300000,0.6058549338495951
MC06,2003,2,0.37972972972972974,101054822.39999999,38373520.39783783,0,0,0.37972972972972974
MC06,2003,3,0.25,129242511.36,32310627.84,84134000,590000000,0.16189897844027237
MC06,2003,4,0.25,103721886.72,25930471.68,0,0,0.25
MC06,2003,5,0.25,160464291.84,40116072.96,0,0,0.25
MC06,2003,6,0.625,24174858.24,15109286.399999999,0,0,0.625
MC06,2003,7,0.6,8417157.120000001,5050294.272000001,0,0,0.6
MC06,2003,8,0.25,6728832,1682208,0,0,0.25
MC06,2003,9,0.275,9273553.92,2550227.328,0,0,0.275
MC06,2007,7,1.1,5480939.5200000005,6029033.472000001,0,0,1.1
MC06,2007,10,0.6,5945840.640000001,3567504.384,0,0,0.6
MC06,2008,1,0.25,2131596103.68,532899025.92,0,0,0.25
MC06,2008,4,0.3,20577991.68,6173397.504,0,0,0.3
MC06,2008,7,0.25,19966279.68,4991569.92,0,0,0.25
MC06,2009,6,0.6,8930995.200000001,5358597.12,0,0,0.6
MC06,2009,10,3.7,225746196.48,835260926.976,0,0,3.7
MC06,2009,11,0.25,10007608.32,2501902.08,0,0,0.25
MC06,2009,12,1.7166666666666666,29606860.8,50825111.04,1619999520,85200000,14.553351771813276
MC06,2010,1,2.257142857142857,75509729.28,170436246.08914286,17755575200,748000000,21.76781986748593
MC06,2010,2,0.6057692307692308,226504719.35999998,137209589.6123077,3093314400,517000000,4.344994598545527
MC06,2010,3,0.25,207174620.16,51793655.04,0,0,0.25
MC06,2010,4,0.659375,166140979.2,109549208.16,0,0,0.659375
MC06,2010,5,0.25,31784555.52,7946138.88,0,0,0.25
MC06,2010,6,NA,17837521.92,NA,0,0,NA
MC06,2010,7,0.25,9175680,2293920,0,0,0.25
MC06,2010,8,0.25,5627750.4,1406937.6,0,0,0.25
MC06,2010,10,0.4,23489740.8,9395896.32,0,0,0.4
MC06,2010,11,2.2,26719580.16,58783076.352000006,0,0,2.2
MC06,2011,1,0.25,252147686.4,63036921.6,0,0,0.25
MC06,2011,2,0.25,209523594.24,52380898.56,0,0,0.25
MC06,2011,3,0.25,193692487.68,48423121.92,908962000,1790000000,0.4826277902779661
MC06,2011,4,0.25,255622210.56,63905552.64,0,0,0.25
MC06,2011,5,0.25,86104581.12,21526145.28,0,0,0.25
MC06,2011,6,0.25,64205291.52,16051322.88,0,0,0.25
MC06,2011,7,0.8,31637744.64,25310195.712,0,0,0.8
MC06,2011,8,0.25,13531069.440000001,3382767.3600000003,0,0,0.25
MC06,2011,9,0.425,5750092.8,2443789.44,0,0,0.425
MC06,2011,10,0.375,9273553.92,3477582.7199999997,0,0,0.375
MC06,2011,11,0.575,11646996.48,6697022.976,0,0,0.575
MC06,2011,12,0.25,18351360,4587840,0,0,0.25
MC06,2012,1,0.25,19892874.240000002,4973218.5600000005,0,0,0.25
MC06,2012,2,0.25,7291607.04,1822901.76,0,0,0.25
MC06,2012,3,0.6914285714285714,37461242.88,25901773.648457143,0,0,0.6914285714285714
MC06,2012,4,0.27307692307692305,42159191.04,11512702.168615384,2222246,2540000,0.3072750948965582
MC06,2012,5,0.25,10545914.88,2636478.72,0,0,0.25
MC06,2012,6,0.25,5750092.8,1437523.2,0,0,0.25
MC06,2012,7,0.25,1565982.72,391495.68,0,0,0.25
MC06,2012,8,0.25,1174487.04,293621.76,0,0,0.25
MC06,2012,9,0.25,1517045.76,379261.44,0,0,0.25
MC06,2012,10,0.25,1394703.3599999999,348675.83999999997,0,0,0.25
MC06,2012,11,0.375,7365012.48,2761879.68,0,0,0.375
MC06,2012,12,NA,22657812.48,NA,0,0,NA
MC06,2013,1,0.25,16663034.88,4165758.72,0,0,0.25
MC06,2013,2,0.25,8784184.32,2196046.08,0,0,0.25
MC06,2013,3,0.25,5358597.12,1339649.28,0,0,0.25
MC06,2013,4,0.9125,978739.2,893099.5199999999,0,0,0.9125
MC06,2013,5,0.25,1321297.92,330324.48,0,0,0.25
MC06,2013,6,0.25,1663856.64,415964.16,0,0,0.25
MC06,2013,7,0.25,1492577.28,373144.32,0,0,0.25
MC06,2013,8,0.25,1517045.76,379261.44,0,0,0.25
MC06,2013,9,0.25,1835136,458784,0,0,0.25
MC06,2013,10,0.25,2838343.68,709585.92,0,0,0.25
MC06,2013,11,0.25,2446848,611712,0,0,0.25
MC06,2013,12,0.25,2226631.68,556657.92,0,0,0.25
MC06,2014,1,0.25,1884072.96,471018.24,0,0,0.25
MC06,2014,2,2.1666666666666665,1101081.6,2385676.8,17218620,86700000,0.2232808120668983
MC06,2014,3,0.25,4257515.5200000005,1064378.8800000001,0,0,0.25
MC06,2014,4,0.25,2079820.8,519955.2,0,0,0.25
MC06,2014,5,0.25,1125550.08,281387.52,0,0,0.25
MC06,2014,6,0.25,1223424,305856,0,0,0.25
MC06,2014,7,0.25,1076613.1199999999,269153.27999999997,0,0,0.25
MC06,2014,8,0.25,1565982.72,391495.68,0,0,0.25
MC06,2014,9,0.25,734054.4,183513.6,0,0,0.25
MC06,2014,10,0.25,1027676.16,256919.04,0,0,0.25
MC06,2014,11,0.25,2397911.04,599477.76,0,0,0.25
MC06,2014,12,0.6286764705882353,51995520,32688360,0,0,0.6286764705882353
MC06,2015,1,0.25,13702348.8,3425587.2,0,0,0.25
MC06,2015,2,0.25,6851174.4,1712793.6,0,0,0.25
MC06,2015,3,0.25,4575605.76,1143901.44,0,0,0.25
MC06,2015,4,0.25,2079820.8,519955.2,0,0,0.25
MC06,2015,5,0.8111111111111111,1786199.04,1448805.888,0,0,0.8111111111111111
MC06,2015,6,0.25,1761730.56,440432.64,0,0,0.25
MC06,2015,7,0.25,1517045.76,379261.44,0,0,0.25
MC06,2015,10,0.25,758522.88,189630.72,0,0,0.25
MC06,2015,12,0.25,1908541.44,477135.36,0,0,0.25
MC06,2016,1,0.34074074074074073,25496156.16,8687579.136,0,0,0.34074074074074073
MC06,2016,2,0.25,4257515.5200000005,1064378.8800000001,0,0,0.25
MC06,2016,3,0.3607843137254902,46783733.76,16878837.278117646,0,0,0.3607843137254902
MC06,2016,4,0.25,3768145.92,942036.48,0,0,0.25
MC06,2016,5,0.25,2275568.64,568892.16,0,0,0.25
MC06,2016,6,0.25,2202163.2,550540.8,0,0,0.25
MC06,2016,7,0.25,1198955.52,299738.88,0,0,0.25
MC06,2016,10,0.25,2471316.48,617829.12,0,0,0.25
MC06,2016,11,0.3,2887280.64,866184.192,0,0,0.3
MC06,2016,12,0.25,9224616.96,2306154.24,0,0,0.25
MC06,2017,1,0.28771929824561404,414349240.32,119216272.65347369,0,0,0.28771929824561404
MC06,2017,2,0.25,1616754816,404188704,0,0,0.25
MC06,2017,3,0.40588235294117647,85517337.6,34709978.20235294,0,0,0.40588235294117647
MC06,2017,4,0.25,14289592.32,3572398.08,0,0,0.25
MC06,2017,5,0.25,9542707.200000001,2385676.8000000003,0,0,0.25
MC06,2017,6,0.25,8539499.52,2134874.88,0,0,0.25
MC06,2018,1,1.2125,15953448.959999999,19343556.863999996,0,0,1.2125
MC06,2018,2,0.25,3376650.24,844162.56,0,0,0.25
MC06,2018,3,0.46974789915966386,168710169.60000002,79251247.7364706,0,0,0.46974789915966386
MC06,2018,4,0.25,16516224,4129056,0,0,0.25
MC06,2018,5,0.25,4037299.2,1009324.8,0,0,0.25
MC06,2018,6,0.25,1150018.56,287504.64,0,0,0.25
RS02,2001,4,0.25,NA,NA,0,0,NA
RS02,2002,1,0.8375,89149593.6,74662784.64,0,0,0.8375
RS02,2002,2,0.33999999999999997,29939345.28,10179377.3952,0,0,0.33999999999999997
RS02,2002,3,0.5590909090909091,29336860.8,16401972.174545454,0,0,0.5590909090909091
RS02,2002,4,0.52,27216915.84,14152796.2368,0,0,0.52
RS02,2002,5,0.5833333333333334,18673994.88,10893163.68,0,0,0.5833333333333334
RS02,2002,6,0.25,15149920.32,3787480.08,0,0,0.25
RS02,2002,7,0.25,12545228.16,3136307.04,0,0,0.25
RS02,2002,8,0.36666666666666664,14889372.48,5459436.575999999,0,0,0.36666666666666664
RS02,2002,9,0.3,3431099.5200000005,1029329.8560000001,0,0,0.3
RS02,2002,10,0.25,9148386.24,2287096.56,0,0,0.25
RS02,2002,11,0.25,30379570.56,7594892.64,0,0,0.25
RS02,2002,12,0.25,39278373.12,9819593.28,1667010,54300000,0.1227484823365136
RS02,2003,1,0.25,39736958.4,9934239.6,0,0,0.25
RS02,2003,2,0.25,74741434.56,18685358.64,0,0,0.25
RS02,2003,3,0.25,36504319.68,9126079.92,15002000,130000000,0.14490963337390336
RS02,2003,4,0.25,59158883.52,14789720.88,0,0,0.25
RS02,2003,5,0.26296296296296295,112701637.44,29636356.512,0,0,0.26296296296296295
RS02,2003,6,0.375,34871627.52,13076860.32,0,0,0.375
RS02,2003,7,0.39999999999999997,27191237.76,10876495.104,0,0,0.39999999999999997
RS02,2003,8,0.275,12128892.48,3335445.4320000005,0,0,0.275
RS02,2003,9,0.25,8853217.92,2213304.48,0,0,0.25
RS02,2003,10,0.25,6442295.04,1610573.76,4444440,1680000,0.7454806468098947
RS02,2003,11,3.141666666666667,19536733.44,61377904.224000014,555542,2990000,2.7493309844039246
RS02,2003,12,0.31875,17497944,5577469.649999999,555750,4940000,0.2733414278063979
RS02,2004,1,0.25555555555555554,27782075.52,7099863.743999999,0,0,0.25555555555555554
RS02,2004,2,0.2671875,24004520.64,6413707.858500001,11112660,70200000,0.1860459321848952
RS02,2004,3,0.2875,13799833.92,3967452.252,1110933,4110000,0.2835528947216502
RS02,2004,4,0.48000000000000004,9636252.48,4625401.190400001,0,0,0.48000000000000004
RS02,2004,5,0.25,2185729.92,546432.48,0,0,0.25
RS02,2004,6,1.325,2276812.8,3016776.9599999995,0,0,1.325
RS02,2004,7,0.25,290062.08,72515.52,0,0,0.25
RS02,2004,8,0.375,0,0,0,0,NA
RS02,2004,9,0.3333333333333333,0,0,0,0,NA
RS02,2004,10,0.4083333333333333,7137218.88,2914364.3759999997,7221720,25520000,0.31037806413477426
RS02,2004,11,0.67,11082113.28,7425015.8976,0,0,0.67
RS02,2004,12,1.4464285714285714,224256193.92000002,324370566.2057143,69997420,122280000,1.138028272731467
RS02,2005,1,0.5364864864864864,516931424.64000005,277326723.75956756,239986600,1046000000,0.33098913720972983
RS02,2005,2,0.25555555555555554,170738107.2,43633071.839999996,88892000,568000000,0.17939384816941795
RS02,2005,3,0.25555555555555554,251630219.51999998,64305500.54399999,13890150,112400000,0.21480538249573508
RS02,2005,4,0.31,135812393.28,42101841.9168,3332980,8950000,0.3138579080336133
RS02,2005,5,0.35833333333333334,64017820.8,22939719.119999997,2222000,10000000,0.33994136612030595
RS02,2005,6,0.3,65373609.6,19612082.88,0,0,0.3
RS02,2005,7,0.35,34182544.32,11963890.512,0,0,0.35
RS02,2005,8,0.275,20813328,5723665.2,0,0,0.275
RS02,2005,9,0.325,19216612.8,6245399.16,0,0,0.325
RS02,2005,10,1.18,15679811.52,18502177.593599997,0,0,1.18
RS02,2005,11,0.25,18384079.68,4596019.92,1666560,3720000,0.2833223554503582
RS02,2005,12,0.46875,32358052.8,15167837.25,0,0,0.46875
RS02,2006,1,0.27,120258907.2,32469904.944000002,0,0,0.27
RS02,2006,2,0.525,16147589.76,8477484.624,12221440,34100000,0.41193865661746715
RS02,2006,3,0.6261904761904762,51225307.199999996,32076799.508571427,48889800,34600000,0.943388403141905
RS02,2006,4,1.0125,128303533.44,129907327.608,1029433500,309000000,2.651112417245233
RS02,2006,5,0.5921052631578947,76416514.56,45246620.46315789,0,0,0.5921052631578947
RS02,2006,6,0.875,38678791.68,33843942.72,0,0,0.875
RS02,2006,7,1,20501208,20501208,0,0,1
RS02,2006,8,0.25,21488734.08,5372183.52,0,0,0.25
RS02,2006,9,1.1500000000000001,21295241.28,24489527.472000003,0,0,1.1500000000000001
RS02,2006,10,0.475,NA,NA,0,0,NA
RS02,2006,11,0.425,NA,NA,0,0,NA
RS02,2006,12,0.9125,NA,NA,0,0,NA
RS02,2007,1,0.9533333333333333,NA,NA,0,0,NA
RS02,2007,2,0.2545454545454545,NA,NA,0,0,NA
RS02,2007,3,0.325,NA,NA,0,0,NA
RS02,2007,4,0.5714285714285714,NA,NA,0,0,NA
RS02,2007,5,0.9,NA,NA,0,0,NA
RS02,2007,6,0.8,NA,NA,0,0,NA
RS02,2007,7,0.8,NA,NA,0,0,NA
RS02,2007,8,0.575,NA,NA,0,0,NA
RS02,2007,9,0.25,NA,NA,0,0,NA
RS02,2007,10,0.625,NA,NA,0,0,NA
RS02,2007,12,0.325,63896135.04,20766243.888,0,0,0.325
RS02,2008,1,0.25,73306952.64,18326738.16,226672700,614000000,0.3564629125588471
RS02,2008,2,0.3,228330247.68,68499074.304,9999920,19600000,0.316617254403414
RS02,2008,3,0.3333333333333333,166693438.08,55564479.36,0,0,0.3333333333333333
RS02,2008,4,0.575,73347059.52,42174559.22399999,0,0,0.575
RS02,2008,5,0.325,67750439.04,22018892.688000005,0,0,0.325
RS02,2008,6,0.7,65529527.04,45870668.927999996,0,0,0.7
RS02,2008,7,0.425,68308176.96,29030975.207999997,0,0,0.425
RS02,2008,8,0.7,30536948.16,21375863.711999997,0,0,0.7
RS02,2008,9,0.3,18818585.28,5645575.584,0,0,0.3
RS02,2008,10,0.25,23299971.84,5824992.96,0,0,0.25
RS02,2008,11,0.9555555555555555,26853292.8,25659813.119999997,0,0,0.9555555555555554
RS02,2008,12,3.125,41050920.96,128284128,0,0,3.125
RS02,2009,1,0.2714285714285714,29907601.92,8117777.664,0,0,0.2714285714285714
RS02,2009,2,1.2333333333333334,60246365.76,74303851.104,112777280,17600000,2.4032095689703783
RS02,2009,3,1.605357142857143,30449839.68,48882867.62914286,0,0,1.605357142857143
RS02,2009,4,0.9,26138583.36,23524725.024,0,0,0.9
RS02,2009,5,1.6,28142821.44,45028514.304000005,0,0,1.6
RS02,2009,6,0.26666666666666666,25673025.6,6846140.16,0,0,0.26666666666666666
RS02,2009,7,0.25,24529694.4,6132423.6,0,0,0.25
RS02,2009,8,0.25,23964612.48,5991153.12,0,0,0.25
RS02,2009,9,5.1,24423992.64,124562362.464,0,0,5.1
RS02,2009,10,26.86111111111111,1690061.76,45396936.72,0,0,26.86111111111111
RS02,2009,11,0.25,1986318.72,496579.68,0,0,0.25
RS02,2009,12,6.229411764705882,2236040.64,13929217.869176472,103333302,3030000,22.26768228457433
RS02,2010,1,0.9571428571428572,11666756.16,11166752.324571429,2859438500,139000000,19.052678410864193
RS02,2010,2,0.8666666666666666,88964533.44,77102595.64799999,497220800,148000000,2.4236681637989514
RS02,2010,3,0.6900000000000001,163098550.08,112537999.55520003,0,0,0.6900000000000001
RS02,2010,4,0.48541666666666666,106295189.76,51597456.696,0,0,0.48541666666666666
RS02,2010,5,0.25,25864194.240000002,6466048.5600000005,0,0,0.25
RS02,2010,6,NA,12039114.24,NA,0,0,NA
RS02,2010,7,0.25,6958638.72,1739659.68,0,0,0.25
RS02,2010,8,0.25,8655232.32,2163808.08,0,0,0.25
RS02,2010,10,0.3,34781840.64,10434552.192,0,0,0.3
RS02,2010,11,0.25,34519530.24,8629882.56,0,0,0.25
RS02,2011,1,0.25,125753022.72,31438255.68,0,0,0.25
RS02,2011,2,0.2836206896551724,90991658.88,25807117.04441379,0,0,0.2836206896551724
RS02,2011,3,1.7375,72681192,126283571.10000001,132210000.00000001,390000000,0.558686144086877
RS02,2011,4,0.25,110499837.12,27624959.28,0,0,0.25
RS02,2011,5,0.25,57710404.8,14427601.2,0,0,0.25
RS02,2011,6,0.25,50573635.2,12643408.8,0,0,0.25
RS02,2011,7,0.7,36629703.36,25640792.351999998,0,0,0.7
RS02,2011,8,0.425,28545203.52,12131711.496,0,0,0.425
RS02,2011,9,0.275,23663335.68,6507417.312000001,0,0,0.275
RS02,2011,10,0.525,5151055.68,2704304.232,0,0,0.525
RS02,2011,11,0.4,6236075.52,2494430.208,0,0,0.4
RS02,2011,12,0.25,11045531.52,2761382.88,0,0,0.25
RS02,2012,1,1.2983333333333333,20206316.16,26234533.8144,0,0,1.2983333333333333
RS02,2012,2,0.25,22891360.32,5722840.08,0,0,0.25
RS02,2012,3,2.672727272727273,19613931.84,52422690.55418182,1666649.0000000002,3110000,2.3802808393823196
RS02,2012,4,0.375,14754968.639999999,5533113.239999999,6111380,7400000,0.5255928559057531
RS02,2012,5,0.38333333333333336,18227894.4,6987359.52,0,0,0.38333333333333336
RS02,2012,6,0.25,1976512.32,494128.08,0,0,0.25
RS02,2012,7,0.25,NA,NA,0,0,NA
RS02,2012,8,0.25,544.32,136.08,0,0,0.25
RS02,2012,9,0.25,530366.4,132591.6,0,0,0.25
RS02,2012,11,2.925,4946374.08,14468144.183999998,0,0,2.925
RS02,2012,12,NA,15371709.12,NA,0,0,NA
RS02,2013,1,0.25,19402130.88,4850532.72,0,0,0.25
RS02,2013,2,0.25,17992316.16,4498079.04,0,0,0.25
RS02,2013,3,0.6647058823529411,15118894.08,10049617.829647059,0,0,0.6647058823529411
RS02,2013,4,0.2625,9410307.84,2470205.808,0,0,0.2625
RS02,2013,5,0.25,1092605.76,273151.44,0,0,0.25
RS02,2013,6,0.25,983050.56,245762.64,0,0,0.25
RS02,2014,2,0.44,16065656.64,7068888.9216,0,0,0.44
RS02,2014,3,0.3282051282051282,30640809.599999998,10056470.843076922,0,0,0.3282051282051282
RS02,2014,4,0.25,576642.24,144160.56,0,0,0.25
RS02,2014,12,0.25,8015872.319999999,2003968.0799999998,0,0,0.25
RS02,2015,1,0.25,1865808,466452,0,0,0.25
RS02,2015,2,0.25,375183.36,93795.84,0,0,0.25
RS02,2015,3,0.25,46984.32,11746.08,0,0,0.25
RS02,2016,1,0.25,534461.76,133615.44,0,0,0.25
RS02,2016,2,0.25,175253.76,43813.44,0,0,0.25
RS02,2016,3,0.25,912608.64,228152.16,0,0,0.25
RS02,2016,4,0.25,103325.76,25831.44,0,0,0.25
RS02,2017,1,0.25,36910252.8,9227563.2,0,0,0.25
RS02,2017,2,0.25,286112347.2,71528086.8,0,0,0.25
RS02,2017,3,0.25,4806768.96,1201692.24,0,0,0.25
RS02,2017,4,0.25,2935120.32,733780.08,0,0,0.25
RS02,2017,5,0.25,6540022.08,1635005.52,0,0,0.25
RS02,2017,6,0.25,5568860.16,1392215.04,0,0,0.25
RS02,2018,1,3.8125,816315.84,3112204.1399999997,0,0,3.8124999999999996
RS02,2018,2,0.25,592773.12,148193.28,0,0,0.25
RS02,2018,3,1.7342857142857144,56366470.08,97755563.82445715,0,0,1.7342857142857144
RS02,2018,4,0.25,2256776.64,564194.16,0,0,0.25
RS02,2018,5,0.25,835142.4,208785.6,0,0,0.25
AB00,2007,12,NA,NA,NA,1872782099.9999998,189000000,NA
AB00,2010,12,NA,NA,NA,1921116999.9999998,1210000000,NA
GV01,2008,1,NA,NA,NA,1125540000,1170000000,NA
HO00,2003,3,NA,NA,NA,53335800,498000000,NA
HO00,2003,4,NA,NA,NA,7774850,65500000,NA
HO00,2003,5,NA,NA,NA,31671000,90000000,NA
HO00,2004,2,NA,NA,NA,55002550.00000001,387500000,NA
HO00,2004,12,NA,NA,NA,4908379000,1090000000,NA
HO00,2005,2,NA,NA,NA,270574000,1180000000,NA
