"usgs_site","catchment_area","Date_rct","pctburn_rct","areaburn_rct","Date_lg","pctburn_lg","areaburn_lg","Event_ID_lg","Event_ID_rct","Incid_Name_lg","Incid_Name_rct","number_fires","total_area_burned","number_wwtp","dominant_lulc"
"USGS-07105920",31.1,1979-12-31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Evergreen Forest"
"USGS-07105928",31.1,1979-12-31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Evergreen Forest"
"USGS-07105945",22.4,1979-12-31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Evergreen Forest"
"USGS-07105950",22.4,1979-12-31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Evergreen Forest"
"USGS-07105960",45.5,2009-03-03,0.226177823177208,10.291090954563,2009-03-03,0.226177823177208,10.291090954563,"CO3866310477820090303","CO3866310477820090303","QUARRY","QUARRY",1,10.3,NA,"Evergreen Forest"
"USGS-07107900",35.2,1979-12-31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Evergreen Forest"
"USGS-07108100",23.8,1979-12-31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Evergreen Forest"
"USGS-07119500",2941,2006-01-07,0.00374941347718744,11.0270250364083,2006-01-07,0.00374941347718744,11.0270250364083,"CO3739910480620060107","CO3739910480620060107","MAURICIO CANYON","MAURICIO CANYON",1,11,NA,"Grassland; Herbaceous"
"USGS-07122400",272.8,1979-12-31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Grassland; Herbaceous"
"USGS-07124200",1319.2,2002-06-01,0.0526903336475894,69.5090881479,2002-06-01,0.0526903336475894,69.5090881479,"CO3701010497920020601","CO3701010497920020601","SPRING","SPRING",1,69.5,1,"Evergreen Forest"
"USGS-07124300",259.5,1979-12-31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Evergreen Forest"
"USGS-07124410",1741.7,2002-06-01,0.0399013428208814,69.4961687911291,2002-06-01,0.0399013428208814,69.4961687911291,"CO3701010497920020601","CO3701010497920020601","SPRING","SPRING",1,69.5,2,"Evergreen Forest"
"USGS-07126140",319,2008-07-03,0.0257684249100428,8.22012754630366,2008-07-03,0.0257684249100428,8.22012754630366,"CO3740110409020080703","CO3740110409020080703","UNNAMED","UNNAMED",1,8.2,NA,"Grassland; Herbaceous"
"USGS-07126325",126.5,1979-12-31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Grassland; Herbaceous"
"USGS-07134990",393.2,1979-12-31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Cultivated Crops"
"USGS-08217500",1967.7,2013-06-05,0.0965817519306174,190.043913273876,2013-06-05,0.0965817519306174,190.043913273876,"CO3769910713620130605","CO3769910713620130605","PAPOOSE","PAPOOSE",1,190,1,"Grassland; Herbaceous"
"USGS-08227000",1338.8,1979-12-31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Evergreen Forest"
"USGS-08235250",97.8,1979-12-31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Evergreen Forest"
"USGS-08235270",13.5,1979-12-31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Grassland; Herbaceous"
"USGS-08235290",41.3,1979-12-31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Grassland; Herbaceous"
"USGS-08235350",152.1,1979-12-31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Evergreen Forest"
"USGS-08235700",200.1,1979-12-31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Evergreen Forest"
"USGS-08246500",737.3,1979-12-31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Evergreen Forest"
"USGS-09010500",169.5,2020-10-14,0.042840595403243,7.26148092084968,2020-10-14,0.042840595403243,7.26148092084968,"CO4020310623920201014","CO4020310623920201014","EAST TROUBLESOME","EAST TROUBLESOME",1,7.3,NA,"Evergreen Forest"
"USGS-09011000",263.1,2020-10-14,0.286803372131825,75.4579672078831,2020-10-14,0.286803372131825,75.4579672078831,"CO4020310623920201014","CO4020310623920201014","EAST TROUBLESOME","EAST TROUBLESOME",1,75.5,NA,"Evergreen Forest"
"USGS-09012500",118.8,2020-10-14,0.409227184679821,48.6161895399627,2020-10-14,0.409227184679821,48.6161895399627,"CO4020310623920201014","CO4020310623920201014","EAST TROUBLESOME","EAST TROUBLESOME",1,48.6,NA,"Evergreen Forest"
"USGS-09014050",198.8,2020-10-14,0.247358936323628,49.1749565411373,2020-10-14,0.247358936323628,49.1749565411373,"CO4020310623920201014","CO4020310623920201014","EAST TROUBLESOME","EAST TROUBLESOME",1,49.2,NA,"Evergreen Forest"
"USGS-09015000",477.2,2020-10-14,0.269596218560049,128.651315496856,2020-10-14,0.269596218560049,128.651315496856,"CO4020310623920201014","CO4020310623920201014","EAST TROUBLESOME","EAST TROUBLESOME",1,128.7,1,"Evergreen Forest"
"USGS-09016500",124.9,1979-12-31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Evergreen Forest"
"USGS-09019000",809.5,2020-10-14,0.227609315350766,184.249740776445,2020-10-14,0.227609315350766,184.249740776445,"CO4020310623920201014","CO4020310623920201014","EAST TROUBLESOME","EAST TROUBLESOME",1,184.2,1,"Evergreen Forest"
"USGS-09019500",847.9,2020-10-14,0.217288185536467,184.23865251637,2020-10-14,0.217288185536467,184.23865251637,"CO4020310623920201014","CO4020310623920201014","EAST TROUBLESOME","EAST TROUBLESOME",1,184.2,1,"Evergreen Forest"
"USGS-09022000",31.3,1979-12-31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Evergreen Forest"
"USGS-09024000",79.6,1979-12-31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,"Evergreen Forest"
"USGS-09025000",72.5,1979-12-31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Evergreen Forest"
"USGS-09025300",6.2,1979-12-31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Evergreen Forest"
"USGS-09025400",25.7,1979-12-31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Evergreen Forest"
"USGS-09026500",86.4,1979-12-31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Evergreen Forest"
"USGS-09027100",296.8,1979-12-31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,"Evergreen Forest"
"USGS-09032000",58.3,1979-12-31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Evergreen Forest"
"USGS-09032100",13.4,1979-12-31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Evergreen Forest"
"USGS-09033100",172.9,1979-12-31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Evergreen Forest"
"USGS-09033300",601.2,1979-12-31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,"Evergreen Forest"
"USGS-09034250",2051.3,2020-10-14,0.257625788336198,528.467779614042,2020-10-14,0.257625788336198,528.467779614042,"CO4020310623920201014","CO4020310623920201014","EAST TROUBLESOME","EAST TROUBLESOME",1,528.5,5,"Evergreen Forest"
"USGS-09034500",2133.1,2020-10-14,0.272043423620585,580.295826925069,2020-10-14,0.272043423620585,580.295826925069,"CO4020310623920201014","CO4020310623920201014","EAST TROUBLESOME","EAST TROUBLESOME",1,580.3,5,"Evergreen Forest"
"USGS-09034900",21.2,2020-08-14,0.0719319130709254,1.52495655710362,2020-08-14,0.0719319130709254,1.52495655710362,"CO3985110606520200814","CO3985110606520200814","WILLIAMS FORK","WILLIAMS FORK",1,1.5,NA,"Evergreen Forest"
"USGS-09035500",28.6,2020-08-14,0.111109625912381,3.1777353010941,2020-08-14,0.111109625912381,3.1777353010941,"CO3985110606520200814","CO3985110606520200814","WILLIAMS FORK","WILLIAMS FORK",1,3.2,NA,"Shrub; Scrub"
"USGS-09035700",91,2020-08-14,0.146092722251086,13.2944377248488,2020-08-14,0.146092722251086,13.2944377248488,"CO3985110606520200814","CO3985110606520200814","WILLIAMS FORK","WILLIAMS FORK",1,13.3,NA,"Evergreen Forest"
"USGS-09035820",18.8,1979-12-31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Shrub; Scrub"
"USGS-09035870",53.1,1979-12-31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Evergreen Forest"
"USGS-09035880",57.2,1979-12-31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Evergreen Forest"
"USGS-09035900",71.7,1979-12-31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Evergreen Forest"
"USGS-09039000",120.4,1979-12-31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Evergreen Forest"
"USGS-09040500",434.9,2020-10-14,0.335536788577959,145.924949352554,2020-10-14,0.335536788577959,145.924949352554,"CO4020310623920201014","CO4020310623920201014","EAST TROUBLESOME","EAST TROUBLESOME",1,145.9,NA,"Evergreen Forest"
"USGS-09046400",21.4,1979-12-31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Evergreen Forest"
"USGS-09046490",115.5,1979-12-31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,"Evergreen Forest"
"USGS-09046530",28.7,1979-12-31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Evergreen Forest"
"USGS-09046600",283.8,1979-12-31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,"Evergreen Forest"
"USGS-09047500",158.1,1979-12-31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Evergreen Forest"
"USGS-09047700",24.4,1979-12-31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Evergreen Forest"
"USGS-09050100",240.5,1979-12-31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,"Evergreen Forest"
"USGS-09050700",829.2,1979-12-31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,"Evergreen Forest"
"USGS-09051050",50.9,1979-12-31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Evergreen Forest"
"USGS-09052000",40.9,1979-12-31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Evergreen Forest"
"USGS-09052400",23.7,1979-12-31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Evergreen Forest"
"USGS-09052800",38.9,1979-12-31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Shrub; Scrub"
"USGS-09053500",1286.2,1979-12-31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,"Evergreen Forest"
"USGS-09054000",39.7,1979-12-31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Shrub; Scrub"
"USGS-09055300",33,1979-12-31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Evergreen Forest"
"USGS-09057500",1473.1,1979-12-31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,"Evergreen Forest"
"USGS-09057520",1632,1979-12-31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,"Evergreen Forest"
"USGS-09058500",35.9,1979-12-31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Evergreen Forest"
"USGS-09058610",9.3,1979-12-31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Evergreen Forest"
"USGS-09058700",9.2,1979-12-31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Evergreen Forest"
"USGS-09058800",10.3,1979-12-31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Evergreen Forest"
"USGS-09059500",218.1,1979-12-31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Evergreen Forest"
"USGS-09060500",124,1979-12-31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Evergreen Forest"
"USGS-09060550",189.1,1979-12-31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Evergreen Forest"
"USGS-09060770",515,1979-12-31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Evergreen Forest"
"USGS-09061600",29.6,1979-12-31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Evergreen Forest"
"USGS-09063000",181.8,1979-12-31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Evergreen Forest"
"USGS-09063200",24.9,1979-12-31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Evergreen Forest"
"USGS-09063400",62.2,1979-12-31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Evergreen Forest"
"USGS-09063900",17.4,1979-12-31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Evergreen Forest"
"USGS-09064000",101.6,1979-12-31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Evergreen Forest"
"USGS-09064500",150.9,1979-12-31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Evergreen Forest"
"USGS-09064600",482.7,1979-12-31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,"Evergreen Forest"
"USGS-09065100",89.2,1979-12-31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Evergreen Forest"
"USGS-09065500",37.6,1979-12-31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Evergreen Forest"
"USGS-09066000",32.8,1979-12-31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Evergreen Forest"
"USGS-09066100",12.2,1979-12-31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Shrub; Scrub"
"USGS-09066150",14.1,1979-12-31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Shrub; Scrub"
"USGS-09066200",16,1979-12-31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Shrub; Scrub"
"USGS-09066300",15.7,1979-12-31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Evergreen Forest"
"USGS-09066310",199,1979-12-31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,"Evergreen Forest"
"USGS-09066325",199,1979-12-31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,"Evergreen Forest"
"USGS-09066400",19.8,1979-12-31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Evergreen Forest"
"USGS-09066510",263.4,1979-12-31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,"Evergreen Forest"
"USGS-09067000",38.5,1979-12-31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Evergreen Forest"
"USGS-09067005",1019.3,1979-12-31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,"Evergreen Forest"
"USGS-09067020",1037.7,1979-12-31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,"Evergreen Forest"
"USGS-09067200",120.7,1979-12-31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Evergreen Forest"
"USGS-09070000",2441.3,2001-04-18,0.00171041430338205,4.1756344388466,2001-04-18,0.00171041430338205,4.1756344388466,"CO3955610698620010418","CO3955610698620010418","OLD MAN","OLD MAN",1,4.2,6,"Evergreen Forest"
"USGS-09071300",19,1979-12-31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Shrub; Scrub"
"USGS-09073300",198,1979-12-31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Shrub; Scrub"
"USGS-09073400",275.5,1979-12-31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Evergreen Forest"
"USGS-09074000",109.1,1979-12-31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Evergreen Forest"
"USGS-09074800",84.6,1979-12-31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Shrub; Scrub"
"USGS-09075700",108.8,1979-12-31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Shrub; Scrub"
"USGS-09076520",18.5,1979-12-31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Deciduous Forest"
"USGS-09080100",490.6,1979-12-31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Evergreen Forest"
"USGS-09080400",613.1,1979-12-31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Evergreen Forest"
"USGS-09081000",2245.3,2018-07-03,0.0106225186174947,23.8507410518608,2018-07-03,0.0106225186174947,23.8507410518608,"CO3937110704320180703","CO3937110704320180703","LAKE CHRISTINE","LAKE CHRISTINE",1,23.9,3,"Evergreen Forest"
"USGS-09081600",436.3,1979-12-31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,"Evergreen Forest"
"USGS-09083800",902.8,1979-12-31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,"Evergreen Forest"
"USGS-09086000",25,1979-12-31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Deciduous Forest"
"USGS-09086970",64.7,2002-06-22,0.547646511317649,35.4327292822519,2002-06-22,0.547646511317649,35.4327292822519,"CO3969510747920020622","CO3969510747920020622","SPRING CREEK","SPRING CREEK",1,35.4,NA,"Shrub; Scrub"
"USGS-09089500",168.7,1979-12-31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Deciduous Forest"
"USGS-09095300",253.7,2020-07-31,0.588926674507384,149.410697322523,2020-07-31,0.588926674507384,149.410697322523,"CO3933610852620200731","CO3933610852620200731","PINE GULCH","PINE GULCH",1,149.4,NA,"Evergreen Forest"
"USGS-09097500",371.6,1979-12-31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Deciduous Forest"
"USGS-09097900",849.6,2001-04-17,0.00667112295561606,5.66778606309141,2001-04-17,0.00667112295561606,5.66778606309141,"CO3926710806720010417","CO3926710806720010417","BATTLEMENT","BATTLEMENT",1,5.7,NA,"Deciduous Forest"
"USGS-09105000",1533.1,2001-04-17,0.00369694479361516,5.66778606309141,2001-04-17,0.00369694479361516,5.66778606309141,"CO3926710806720010417","CO3926710806720010417","BATTLEMENT","BATTLEMENT",1,5.7,2,"Deciduous Forest"
"USGS-09106200",14.6,1979-12-31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Shrub; Scrub"
"USGS-09107000",331.3,1979-12-31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Evergreen Forest"
"USGS-09107500",115.4,1979-12-31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Evergreen Forest"
"USGS-09109000",662.2,1979-12-31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Evergreen Forest"
"USGS-09110000",1235.8,1979-12-31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Evergreen Forest"
"USGS-09111250",52.8,1979-12-31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Evergreen Forest"
"USGS-09111500",181.7,1979-12-31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,"Evergreen Forest"
"USGS-09112200",613,1979-12-31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,"Evergreen Forest"
"USGS-09112500",748.2,1979-12-31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,"Shrub; Scrub"
"USGS-09113100",58.2,1979-12-31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Evergreen Forest"
"USGS-09113500",309.7,1979-12-31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Evergreen Forest"
"USGS-09113980",427.4,1979-12-31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Shrub; Scrub"
"USGS-09114500",2616.1,2002-06-23,0.002157775066046,5.64495535028293,2002-06-23,0.002157775066046,5.64495535028293,"CO3861110699720020623","CO3861110699720020623","WILEY RIDG","WILEY RIDG",1,5.6,4,"Evergreen Forest"
"USGS-09115500",384.5,1979-12-31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Evergreen Forest"
"USGS-09118450",865.4,1979-12-31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Evergreen Forest"
"USGS-09119000",2740.3,1979-12-31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Evergreen Forest"
"USGS-09124500",878.4,1979-12-31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,"Evergreen Forest"
"USGS-09126000",177.1,1979-12-31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Evergreen Forest"
"USGS-09127000",597.9,1979-12-31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Evergreen Forest"
"USGS-09128000",10276.3,2002-06-23,0.000549317881950014,5.64495535028293,2002-06-23,0.000549317881950014,5.64495535028293,"CO3861110699720020623","CO3861110699720020623","WILEY RIDG","WILEY RIDG",1,5.6,6,"Evergreen Forest"
"USGS-09128500",113.2,1979-12-31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Deciduous Forest"
"USGS-09129600",435.9,1979-12-31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,"Deciduous Forest"
"USGS-09132095",604.7,1979-12-31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Deciduous Forest"
"USGS-09132500",1359.9,1979-12-31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Deciduous Forest"
"USGS-09132940",127.4,1979-12-31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Deciduous Forest"
"USGS-09132960",150.1,1979-12-31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Deciduous Forest"
"USGS-09132985",17.8,1979-12-31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Deciduous Forest"
"USGS-09132995",76.3,1979-12-31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Deciduous Forest"
"USGS-09134000",113.1,1979-12-31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Deciduous Forest"
"USGS-09134100",1932.6,1994-07-04,0.00234339605552088,4.52884721689965,1994-07-04,0.00234339605552088,4.52884721689965,"CO3886410767219940704","CO3886410767219940704","WAKE","WAKE",1,4.5,3,"Deciduous Forest"
"USGS-09135900",172.7,1979-12-31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Deciduous Forest"
"USGS-09135950",2400.6,1994-07-04,0.00645741759973787,15.5016766899307,1994-07-04,0.00645741759973787,15.5016766899307,"CO3886410767219940704","CO3886410767219940704","WAKE","WAKE",1,15.5,4,"Deciduous Forest"
"USGS-09136100",2508.1,1994-07-04,0.00618064538492513,15.5016766899307,1994-07-04,0.00618064538492513,15.5016766899307,"CO3886410767219940704","CO3886410767219940704","WAKE","WAKE",1,15.5,5,"Deciduous Forest"
"USGS-09137050",219.7,2004-07-03,0.0551749714576676,12.1219412292496,2004-07-03,0.0551749714576676,12.1219412292496,"CO3895110784320040703","CO3895110784320040703","MCGRUDER","MCGRUDER",1,12.1,NA,"Shrub; Scrub"
"USGS-09143000",72,1979-12-31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Evergreen Forest"
"USGS-09143500",107.9,1979-12-31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Deciduous Forest"
"USGS-09144200",510.2,1979-12-31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Deciduous Forest"
"USGS-09146020",202.7,1979-12-31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,"Evergreen Forest"
"USGS-09146200",386.2,1979-12-31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,"Evergreen Forest"
"USGS-09147000",253.8,1979-12-31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Evergreen Forest"
"USGS-09147025",685.3,1979-12-31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,"Evergreen Forest"
"USGS-09147500",1205.9,1979-12-31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,"Evergreen Forest"
"USGS-09149480",502.2,1979-12-31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Shrub; Scrub"
"USGS-09149500",2857,1979-12-31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,"Evergreen Forest"
"USGS-09150500",635.2,2017-11-14,0.00153687655105963,0.976223985233076,2017-11-14,0.00153687655105963,0.976223985233076,"CO3849910842320171114","CO3849910842320171114","UNNAMED","UNNAMED",1,1,NA,"Evergreen Forest"
"USGS-09152000",156.5,2008-07-08,0.0402773418799899,6.30340400421842,2008-07-08,0.0402773418799899,6.30340400421842,"CO3898310819420080708","CO3898310819420080708","COAL CREEK WFU","COAL CREEK WFU",1,6.3,NA,"Evergreen Forest"
"USGS-09152520",10.7,1979-12-31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Shrub; Scrub"
"USGS-09152900",41.2,2020-07-31,0.0005518228172575,0.022735100071009,2020-07-31,0.0005518228172575,0.022735100071009,"CO3933610852620200731","CO3933610852620200731","PINE GULCH","PINE GULCH",1,0,NA,"Shrub; Scrub"
"USGS-09153290",51.9,1979-12-31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Cultivated Crops"
"USGS-09153300",74,1979-12-31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Cultivated Crops"
"USGS-09163570",2,1979-12-31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Evergreen Forest"
"USGS-09165000",273.9,1979-12-31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Evergreen Forest"
"USGS-09166950",184.8,2018-06-08,9.28548618168936e-05,0.0171595784637619,2018-06-08,9.28548618168936e-05,0.0171595784637619,"CO3751310811120180608","CO3751310811120180608","BURRO","BURRO",1,0,NA,"Evergreen Forest"
"USGS-09172500",808.8,1979-12-31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,"Evergreen Forest"
"USGS-09236000",57.3,1979-12-31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Evergreen Forest"
"USGS-09237450",534.2,1979-12-31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,"Shrub; Scrub"
"USGS-09237500",587.3,1979-12-31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,"Shrub; Scrub"
"USGS-09238300",2.8,1979-12-31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Shrub; Scrub"
"USGS-09238500",110.1,1979-12-31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Evergreen Forest"
