FIREYEAR_C,gridcode,WShed_Name,TotalArea_sqmet,FireArea_sqkm
1964,40,East Fork Jemez at Battleship Rock,175001758.87725216,18.1202565
1967,40,East Fork Jemez at Battleship Rock,175001758.87725216,2.0360190
1976,40,East Fork Jemez at Battleship Rock,175001758.87725216,0.1540056
1981,40,East Fork Jemez at Battleship Rock,175001758.87725216,0.0873526
1983,40,East Fork Jemez at Battleship Rock,175001758.87725216,0.0415989
1985,40,East Fork Jemez at Battleship Rock,175001758.87725216,0.0466706
1992,40,East Fork Jemez at Battleship Rock,175001758.87725216,0.0839813
1993,40,East Fork Jemez at Battleship Rock,175001758.87725216,0.6656929
2000,40,East Fork Jemez at Battleship Rock,175001758.87725216,0.0956706
2003,40,East Fork Jemez at Battleship Rock,175001758.87725216,0.1618709
2005,40,East Fork Jemez at Battleship Rock,175001758.87725216,0.5755750
2007,40,East Fork Jemez at Battleship Rock,175001758.87725216,0.0509638
2009,40,East Fork Jemez at Battleship Rock,175001758.87725216,0.1966577
2011,40,East Fork Jemez at Battleship Rock,175001758.87725216,56.1190459
2012,40,East Fork Jemez at Battleship Rock,175001758.87725216,0.8530368
2013,40,East Fork Jemez at Battleship Rock,175001758.87725216,41.6672499
2016,40,East Fork Jemez at Battleship Rock,175001758.87725216,6.1521467
2017,40,East Fork Jemez at Battleship Rock,175001758.87725216,5.7000348
2018,40,East Fork Jemez at Battleship Rock,175001758.87725216,5.3642830
1910,41,Rio Cebolla - Lower Site,171213455.04068416,0.0587226
1913,41,Rio Cebolla - Lower Site,171213455.04068416,0.1823676
1914,41,Rio Cebolla - Lower Site,171213455.04068416,0.0010565
1916,41,Rio Cebolla - Lower Site,171213455.04068416,0.2272416
1917,41,Rio Cebolla - Lower Site,171213455.04068416,0.0005282
1918,41,Rio Cebolla - Lower Site,171213455.04068416,0.2008616
1922,41,Rio Cebolla - Lower Site,171213455.04068416,0.1823676
1923,41,Rio Cebolla - Lower Site,171213455.04068416,0.1823676
1924,41,Rio Cebolla - Lower Site,171213455.04068416,0.0005282
1925,41,Rio Cebolla - Lower Site,171213455.04068416,0.0005282
1929,41,Rio Cebolla - Lower Site,171213455.04068416,0.0008991
1933,41,Rio Cebolla - Lower Site,171213455.04068416,0.0195742
1934,41,Rio Cebolla - Lower Site,171213455.04068416,0.2458444
1935,41,Rio Cebolla - Lower Site,171213455.04068416,0.0037488
1936,41,Rio Cebolla - Lower Site,171213455.04068416,0.1828959
1938,41,Rio Cebolla - Lower Site,171213455.04068416,0.0195742
1940,41,Rio Cebolla - Lower Site,171213455.04068416,0.0618920
1942,41,Rio Cebolla - Lower Site,171213455.04068416,0.0010565
1943,41,Rio Cebolla - Lower Site,171213455.04068416,0.0201024
1945,41,Rio Cebolla - Lower Site,171213455.04068416,0.0227436
1955,41,Rio Cebolla - Lower Site,171213455.04068416,2.0953627
1956,41,Rio Cebolla - Lower Site,171213455.04068416,1.4570502
1957,41,Rio Cebolla - Lower Site,171213455.04068416,1.9802242
1959,41,Rio Cebolla - Lower Site,171213455.04068416,40.1844669
1960,41,Rio Cebolla - Lower Site,171213455.04068416,30.7468631
1961,41,Rio Cebolla - Lower Site,171213455.04068416,11.8942590
1962,41,Rio Cebolla - Lower Site,171213455.04068416,17.9703990
1963,41,Rio Cebolla - Lower Site,171213455.04068416,0.3641175
1964,41,Rio Cebolla - Lower Site,171213455.04068416,0.0402049
1971,41,Rio Cebolla - Lower Site,171213455.04068416,6.6632010
1974,41,Rio Cebolla - Lower Site,171213455.04068416,0.0485357
1981,41,Rio Cebolla - Lower Site,171213455.04068416,0.5202331
1985,41,Rio Cebolla - Lower Site,171213455.04068416,0.1520787
1987,41,Rio Cebolla - Lower Site,171213455.04068416,0.2027159
1988,41,Rio Cebolla - Lower Site,171213455.04068416,0.1306600
1993,41,Rio Cebolla - Lower Site,171213455.04068416,0.1566435
1999,41,Rio Cebolla - Lower Site,171213455.04068416,5.1781047
2002,41,Rio Cebolla - Lower Site,171213455.04068416,16.8292505
2010,41,Rio Cebolla - Lower Site,171213455.04068416,5.1304350
2011,41,Rio Cebolla - Lower Site,171213455.04068416,0.2415454
2013,41,Rio Cebolla - Lower Site,171213455.04068416,0.1423968
2018,41,Rio Cebolla - Lower Site,171213455.04068416,0.0115540
1910,42,Jemez River @ VCNP SEC,470995714.33407176,0.0195742
1912,42,Jemez River @ VCNP SEC,470995714.33407176,0.2019418
1913,42,Jemez River @ VCNP SEC,470995714.33407176,0.4234579
1914,42,Jemez River @ VCNP SEC,470995714.33407176,0.0195742
1916,42,Jemez River @ VCNP SEC,470995714.33407176,10.1558712
1922,42,Jemez River @ VCNP SEC,470995714.33407176,0.2617209
1923,42,Jemez River @ VCNP SEC,470995714.33407176,0.9509866
1924,42,Jemez River @ VCNP SEC,470995714.33407176,0.0010565
1925,42,Jemez River @ VCNP SEC,470995714.33407176,0.0010565
1926,42,Jemez River @ VCNP SEC,470995714.33407176,0.0587226
1927,42,Jemez River @ VCNP SEC,470995714.33407176,0.2045830
1928,42,Jemez River @ VCNP SEC,470995714.33407176,0.9536278
1929,42,Jemez River @ VCNP SEC,470995714.33407176,0.2803960
1930,42,Jemez River @ VCNP SEC,470995714.33407176,0.4157942
1931,42,Jemez River @ VCNP SEC,470995714.33407176,0.0396766
1932,42,Jemez River @ VCNP SEC,470995714.33407176,0.0396766
1933,42,Jemez River @ VCNP SEC,470995714.33407176,0.0391484
1934,42,Jemez River @ VCNP SEC,470995714.33407176,0.2051113
1935,42,Jemez River @ VCNP SEC,470995714.33407176,0.0021130
1936,42,Jemez River @ VCNP SEC,470995714.33407176,0.0005282
1937,42,Jemez River @ VCNP SEC,470995714.33407176,0.2432032
1938,42,Jemez River @ VCNP SEC,470995714.33407176,0.0211589
1939,42,Jemez River @ VCNP SEC,470995714.33407176,0.2812951
1940,42,Jemez River @ VCNP SEC,470995714.33407176,0.4493709
1941,42,Jemez River @ VCNP SEC,470995714.33407176,0.0015847
1942,42,Jemez River @ VCNP SEC,470995714.33407176,0.2469008
1943,42,Jemez River @ VCNP SEC,470995714.33407176,0.4292685
1944,42,Jemez River @ VCNP SEC,470995714.33407176,0.0592508
1945,42,Jemez River @ VCNP SEC,470995714.33407176,9.8246465
1947,42,Jemez River @ VCNP SEC,470995714.33407176,0.0010565
1948,42,Jemez River @ VCNP SEC,470995714.33407176,0.0005282
1949,42,Jemez River @ VCNP SEC,470995714.33407176,18.7702406
1950,42,Jemez River @ VCNP SEC,470995714.33407176,37.7707230
1951,42,Jemez River @ VCNP SEC,470995714.33407176,18.9409520
1953,42,Jemez River @ VCNP SEC,470995714.33407176,20.2353307
1955,42,Jemez River @ VCNP SEC,470995714.33407176,18.1399679
1956,42,Jemez River @ VCNP SEC,470995714.33407176,18.7782804
1957,42,Jemez River @ VCNP SEC,470995714.33407176,18.2551064
1959,42,Jemez River @ VCNP SEC,470995714.33407176,55.5828758
1960,42,Jemez River @ VCNP SEC,470995714.33407176,76.6456885
1961,42,Jemez River @ VCNP SEC,470995714.33407176,42.9212243
1962,42,Jemez River @ VCNP SEC,470995714.33407176,3.4588662
1963,42,Jemez River @ VCNP SEC,470995714.33407176,1.1132829
1964,42,Jemez River @ VCNP SEC,470995714.33407176,40.7532717
1967,42,Jemez River @ VCNP SEC,470995714.33407176,5.6123088
1971,42,Jemez River @ VCNP SEC,470995714.33407176,1.7869630
1973,42,Jemez River @ VCNP SEC,470995714.33407176,0.4857059
1976,42,Jemez River @ VCNP SEC,470995714.33407176,0.6464942
1980,42,Jemez River @ VCNP SEC,470995714.33407176,0.1247677
1981,42,Jemez River @ VCNP SEC,470995714.33407176,0.0873526
1983,42,Jemez River @ VCNP SEC,470995714.33407176,0.0415989
1985,42,Jemez River @ VCNP SEC,470995714.33407176,0.0466706
1992,42,Jemez River @ VCNP SEC,470995714.33407176,0.0839813
1993,42,Jemez River @ VCNP SEC,470995714.33407176,0.6656929
2000,42,Jemez River @ VCNP SEC,470995714.33407176,0.0956706
2003,42,Jemez River @ VCNP SEC,470995714.33407176,0.9458921
2005,42,Jemez River @ VCNP SEC,470995714.33407176,7.9420803
2007,42,Jemez River @ VCNP SEC,470995714.33407176,0.0509638
2009,42,Jemez River @ VCNP SEC,470995714.33407176,0.1966577
2010,42,Jemez River @ VCNP SEC,470995714.33407176,0.2462827
2011,42,Jemez River @ VCNP SEC,470995714.33407176,128.8614804
2012,42,Jemez River @ VCNP SEC,470995714.33407176,1.3717221
2013,42,Jemez River @ VCNP SEC,470995714.33407176,101.1630227
2015,42,Jemez River @ VCNP SEC,470995714.33407176,0.8175811
2016,42,Jemez River @ VCNP SEC,470995714.33407176,7.7893684
2017,42,Jemez River @ VCNP SEC,470995714.33407176,5.7000348
2018,42,Jemez River @ VCNP SEC,470995714.33407176,13.1441893
2019,42,Jemez River @ VCNP SEC,470995714.33407176,4.2891643
1915,43,Vallecitos Creek in Paliza Canyon,31242857.32158426,0.0026245
1918,43,Vallecitos Creek in Paliza Canyon,31242857.32158426,0.0195742
1922,43,Vallecitos Creek in Paliza Canyon,31242857.32158426,0.0391484
1923,43,Vallecitos Creek in Paliza Canyon,31242857.32158426,0.0009118
1924,43,Vallecitos Creek in Paliza Canyon,31242857.32158426,0.1823676
1925,43,Vallecitos Creek in Paliza Canyon,31242857.32158426,0.0005282
1927,43,Vallecitos Creek in Paliza Canyon,31242857.32158426,0.0195742
1933,43,Vallecitos Creek in Paliza Canyon,31242857.32158426,0.0005282
1934,43,Vallecitos Creek in Paliza Canyon,31242857.32158426,0.0201024
1935,43,Vallecitos Creek in Paliza Canyon,31242857.32158426,0.0005282
1936,43,Vallecitos Creek in Paliza Canyon,31242857.32158426,0.0206307
1937,43,Vallecitos Creek in Paliza Canyon,31242857.32158426,0.0015847
1939,43,Vallecitos Creek in Paliza Canyon,31242857.32158426,0.0015847
1941,43,Vallecitos Creek in Paliza Canyon,31242857.32158426,0.0005282
1945,43,Vallecitos Creek in Paliza Canyon,31242857.32158426,0.1828959
1950,43,Vallecitos Creek in Paliza Canyon,31242857.32158426,4.3381150
1955,43,Vallecitos Creek in Paliza Canyon,31242857.32158426,7.6591853
1956,43,Vallecitos Creek in Paliza Canyon,31242857.32158426,3.3249504
1959,43,Vallecitos Creek in Paliza Canyon,31242857.32158426,15.4576368
1960,43,Vallecitos Creek in Paliza Canyon,31242857.32158426,1.2802117
1961,43,Vallecitos Creek in Paliza Canyon,31242857.32158426,0.0017384
1962,43,Vallecitos Creek in Paliza Canyon,31242857.32158426,0.0589058
1963,43,Vallecitos Creek in Paliza Canyon,31242857.32158426,0.0005282
1964,43,Vallecitos Creek in Paliza Canyon,31242857.32158426,2.3876206
1982,43,Vallecitos Creek in Paliza Canyon,31242857.32158426,0.1748043
1986,43,Vallecitos Creek in Paliza Canyon,31242857.32158426,0.3246228
1996,43,Vallecitos Creek in Paliza Canyon,31242857.32158426,1.5753251
2002,43,Vallecitos Creek in Paliza Canyon,31242857.32158426,0.0442196
2011,43,Vallecitos Creek in Paliza Canyon,31242857.32158426,5.5480504
2014,43,Vallecitos Creek in Paliza Canyon,31242857.32158426,12.9869869
1909,44,Jemez River @ USGS Gage - Canon,1222101405.94202232,0.0391484
1910,44,Jemez River @ USGS Gage - Canon,1222101405.94202232,0.0978710
1912,44,Jemez River @ USGS Gage - Canon,1222101405.94202232,0.2019418
1913,44,Jemez River @ USGS Gage - Canon,1222101405.94202232,0.7881931
1914,44,Jemez River @ USGS Gage - Canon,1222101405.94202232,0.0206307
1916,44,Jemez River @ USGS Gage - Canon,1222101405.94202232,12.0927626
1917,44,Jemez River @ USGS Gage - Canon,1222101405.94202232,0.3638537
1918,44,Jemez River @ USGS Gage - Canon,1222101405.94202232,0.5655634
1919,44,Jemez River @ USGS Gage - Canon,1222101405.94202232,0.0005282
1920,44,Jemez River @ USGS Gage - Canon,1222101405.94202232,0.0005282
1922,44,Jemez River @ USGS Gage - Canon,1222101405.94202232,0.4657757
1923,44,Jemez River @ USGS Gage - Canon,1222101405.94202232,1.1529284
1924,44,Jemez River @ USGS Gage - Canon,1222101405.94202232,0.0026412
1925,44,Jemez River @ USGS Gage - Canon,1222101405.94202232,0.0021130
1926,44,Jemez River @ USGS Gage - Canon,1222101405.94202232,0.4722289
1927,44,Jemez River @ USGS Gage - Canon,1222101405.94202232,0.3558748
1928,44,Jemez River @ USGS Gage - Canon,1222101405.94202232,1.1576825
1929,44,Jemez River @ USGS Gage - Canon,1222101405.94202232,0.3214999
1930,44,Jemez River @ USGS Gage - Canon,1222101405.94202232,0.4668321
1931,44,Jemez River @ USGS Gage - Canon,1222101405.94202232,0.0412613
1932,44,Jemez River @ USGS Gage - Canon,1222101405.94202232,0.0402049
1933,44,Jemez River @ USGS Gage - Canon,1222101405.94202232,0.2606644
1934,44,Jemez River @ USGS Gage - Canon,1222101405.94202232,2.3526113
1935,44,Jemez River @ USGS Gage - Canon,1222101405.94202232,0.2839363
1936,44,Jemez River @ USGS Gage - Canon,1222101405.94202232,0.1844806
1937,44,Jemez River @ USGS Gage - Canon,1222101405.94202232,0.4260990
1938,44,Jemez River @ USGS Gage - Canon,1222101405.94202232,0.3839572
1939,44,Jemez River @ USGS Gage - Canon,1222101405.94202232,0.4652474
1940,44,Jemez River @ USGS Gage - Canon,1222101405.94202232,0.6376881
1941,44,Jemez River @ USGS Gage - Canon,1222101405.94202232,0.0211589
1942,44,Jemez River @ USGS Gage - Canon,1222101405.94202232,0.3881461
1943,44,Jemez River @ USGS Gage - Canon,1222101405.94202232,0.9964159
1944,44,Jemez River @ USGS Gage - Canon,1222101405.94202232,0.1195581
1945,44,Jemez River @ USGS Gage - Canon,1222101405.94202232,9.9463175
1946,44,Jemez River @ USGS Gage - Canon,1222101405.94202232,17.6677701
1947,44,Jemez River @ USGS Gage - Canon,1222101405.94202232,0.0010565
1948,44,Jemez River @ USGS Gage - Canon,1222101405.94202232,0.0005282
1949,44,Jemez River @ USGS Gage - Canon,1222101405.94202232,18.7702406
1950,44,Jemez River @ USGS Gage - Canon,1222101405.94202232,37.7707230
1951,44,Jemez River @ USGS Gage - Canon,1222101405.94202232,18.9409520
1953,44,Jemez River @ USGS Gage - Canon,1222101405.94202232,20.2353307
1954,44,Jemez River @ USGS Gage - Canon,1222101405.94202232,20.2353307
1955,44,Jemez River @ USGS Gage - Canon,1222101405.94202232,20.2353307
1956,44,Jemez River @ USGS Gage - Canon,1222101405.94202232,26.5417527
1957,44,Jemez River @ USGS Gage - Canon,1222101405.94202232,20.2353307
1958,44,Jemez River @ USGS Gage - Canon,1222101405.94202232,0.0672267
1959,44,Jemez River @ USGS Gage - Canon,1222101405.94202232,176.3779315
1960,44,Jemez River @ USGS Gage - Canon,1222101405.94202232,155.1876210
1961,44,Jemez River @ USGS Gage - Canon,1222101405.94202232,83.4347317
1962,44,Jemez River @ USGS Gage - Canon,1222101405.94202232,31.4939152
1963,44,Jemez River @ USGS Gage - Canon,1222101405.94202232,1.6613528
1964,44,Jemez River @ USGS Gage - Canon,1222101405.94202232,45.4582257
1966,44,Jemez River @ USGS Gage - Canon,1222101405.94202232,0.0391484
1967,44,Jemez River @ USGS Gage - Canon,1222101405.94202232,32.4785142
1968,44,Jemez River @ USGS Gage - Canon,1222101405.94202232,0.0195742
1970,44,Jemez River @ USGS Gage - Canon,1222101405.94202232,0.0831742
1971,44,Jemez River @ USGS Gage - Canon,1222101405.94202232,16.4330014
1972,44,Jemez River @ USGS Gage - Canon,1222101405.94202232,0.1181317
1973,44,Jemez River @ USGS Gage - Canon,1222101405.94202232,0.6188836
1974,44,Jemez River @ USGS Gage - Canon,1222101405.94202232,0.4362997
1976,44,Jemez River @ USGS Gage - Canon,1222101405.94202232,19.7139502
1980,44,Jemez River @ USGS Gage - Canon,1222101405.94202232,0.1247677
1981,44,Jemez River @ USGS Gage - Canon,1222101405.94202232,0.6075857
1983,44,Jemez River @ USGS Gage - Canon,1222101405.94202232,0.0415989
1985,44,Jemez River @ USGS Gage - Canon,1222101405.94202232,0.3651982
1986,44,Jemez River @ USGS Gage - Canon,1222101405.94202232,0.1711638
1987,44,Jemez River @ USGS Gage - Canon,1222101405.94202232,0.2650987
1988,44,Jemez River @ USGS Gage - Canon,1222101405.94202232,0.1306600
1989,44,Jemez River @ USGS Gage - Canon,1222101405.94202232,0.1940586
1991,44,Jemez River @ USGS Gage - Canon,1222101405.94202232,4.4609551
1992,44,Jemez River @ USGS Gage - Canon,1222101405.94202232,0.1463679
1993,44,Jemez River @ USGS Gage - Canon,1222101405.94202232,25.1364236
1995,44,Jemez River @ USGS Gage - Canon,1222101405.94202232,3.4907074
1996,44,Jemez River @ USGS Gage - Canon,1222101405.94202232,2.9476536
1999,44,Jemez River @ USGS Gage - Canon,1222101405.94202232,5.2255288
2000,44,Jemez River @ USGS Gage - Canon,1222101405.94202232,0.0956706
2002,44,Jemez River @ USGS Gage - Canon,1222101405.94202232,16.8292505
2003,44,Jemez River @ USGS Gage - Canon,1222101405.94202232,10.5675617
2004,44,Jemez River @ USGS Gage - Canon,1222101405.94202232,0.0687703
2005,44,Jemez River @ USGS Gage - Canon,1222101405.94202232,7.9420803
2006,44,Jemez River @ USGS Gage - Canon,1222101405.94202232,0.0836316
2007,44,Jemez River @ USGS Gage - Canon,1222101405.94202232,0.1039513
2008,44,Jemez River @ USGS Gage - Canon,1222101405.94202232,0.0433715
2009,44,Jemez River @ USGS Gage - Canon,1222101405.94202232,0.1966577
2010,44,Jemez River @ USGS Gage - Canon,1222101405.94202232,12.9216223
2011,44,Jemez River @ USGS Gage - Canon,1222101405.94202232,129.5684078
2012,44,Jemez River @ USGS Gage - Canon,1222101405.94202232,1.3717221
2013,44,Jemez River @ USGS Gage - Canon,1222101405.94202232,102.9487758
2014,44,Jemez River @ USGS Gage - Canon,1222101405.94202232,0.8414921
2015,44,Jemez River @ USGS Gage - Canon,1222101405.94202232,0.8175811
2016,44,Jemez River @ USGS Gage - Canon,1222101405.94202232,8.1778877
2017,44,Jemez River @ USGS Gage - Canon,1222101405.94202232,18.0449350
2018,44,Jemez River @ USGS Gage - Canon,1222101405.94202232,29.9875669
2019,44,Jemez River @ USGS Gage - Canon,1222101405.94202232,4.2891643
1943,5,San Luis Creek,12970571.51257052,0.0195742
1960,5,San Luis Creek,12970571.51257052,0.2957561
1961,5,San Luis Creek,12970571.51257052,0.5861831
2013,5,San Luis Creek,12970571.51257052,8.3054467
2018,5,San Luis Creek,12970571.51257052,0.0001090
1924,6,Santa Rosa Creek,17663063.75453443,0.0005282
1940,6,Santa Rosa Creek,17663063.75453443,0.3647353
1961,6,Santa Rosa Creek,17663063.75453443,7.4719487
2011,6,Santa Rosa Creek,17663063.75453443,9.9825064
2013,6,Santa Rosa Creek,17663063.75453443,6.3283857
1937,7,Indios above San Antonio confluence,18024471.20901659,0.1823676
1940,7,Indios above San Antonio confluence,18024471.20901659,0.0195742
1949,7,Indios above San Antonio confluence,18024471.20901659,15.7261046
1960,7,Indios above San Antonio confluence,18024471.20901659,13.6490676
1961,7,Indios above San Antonio confluence,18024471.20901659,14.2655774
2005,7,Indios above San Antonio confluence,18024471.20901659,0.0364731
2011,7,Indios above San Antonio confluence,18024471.20901659,9.6752584
1916,8,San Antonio above Indios confluence,50275197.20648122,10.0705360
1945,8,San Antonio above Indios confluence,50275197.20648122,9.5623974
1949,8,San Antonio above Indios confluence,50275197.20648122,2.9334414
1960,8,San Antonio above Indios confluence,50275197.20648122,0.9383719
1961,8,San Antonio above Indios confluence,50275197.20648122,2.6185542
1962,8,San Antonio above Indios confluence,50275197.20648122,0.0195742
2005,8,San Antonio above Indios confluence,50275197.20648122,7.3300322
2011,8,San Antonio above Indios confluence,50275197.20648122,48.0372044
1916,9,Upper San Antonio - Gauge site,50178036.02277068,10.0705360
1945,9,Upper San Antonio - Gauge site,50178036.02277068,9.5623974
1949,9,Upper San Antonio - Gauge site,50178036.02277068,2.9334414
1960,9,Upper San Antonio - Gauge site,50178036.02277068,0.9383719
1961,9,Upper San Antonio - Gauge site,50178036.02277068,2.6185542
1962,9,Upper San Antonio - Gauge site,50178036.02277068,0.0195742
2005,9,Upper San Antonio - Gauge site,50178036.02277068,7.3300322
2011,9,Upper San Antonio - Gauge site,50178036.02277068,47.9822019
